ID,Campaign,Age,Age_Group,Education,Marital_Status,Income,Total_Spent,Response,Recency,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Kidhome,Teenhome,Conversion_Status,Spending_Category,Income_Segment
5939,Campaign_B,53,Middle-Aged,Graduation,Partner,38232.0,122,0,84,3,1,3,5,4,1,1,Not Converted,Low,Medium
2156,Campaign_A,69,Senior,PhD,Partner,22554.0,41,0,38,2,0,4,5,4,1,1,Not Converted,Very Low,Low
7788,Campaign_A,41,Middle-Aged,PhD,Partner,23536.0,10,0,53,0,0,3,3,1,1,0,Not Converted,Very Low,Low
10323,Campaign_A,72,Senior,Graduation,Partner,49413.0,304,0,88,4,2,5,5,2,0,1,Not Converted,Low,Medium
7947,Campaign_A,55,Middle-Aged,Graduation,Partner,42231.0,37,0,99,1,0,3,5,1,1,1,Not Converted,Very Low,Medium
1891,Campaign_B,44,Middle-Aged,Master,Single,78789.0,1754,1,12,4,6,5,2,1,0,0,Converted,High,High
2570,Campaign_A,56,Senior,Graduation,Partner,56534.0,815,1,35,10,4,7,8,4,0,1,Converted,Medium,Medium
9256,Campaign_A,53,Middle-Aged,Graduation,Single,58350.0,1001,0,5,8,3,12,6,4,0,1,Not Converted,High,Medium
295,Campaign_B,35,Young,Graduation,Single,81217.0,1157,0,77,3,7,11,1,1,0,0,Not Converted,High,High
7397,Campaign_B,73,Senior,Graduation,Single,49090.0,688,0,45,7,2,9,7,3,0,1,Not Converted,Medium,Medium
6349,Campaign_B,37,Middle-Aged,Master,Single,61787.0,1319,0,71,8,4,6,5,1,0,0,Not Converted,High,High
10790,Campaign_B,39,Middle-Aged,PhD,Partner,18169.0,21,0,40,1,0,2,8,1,1,0,Not Converted,Very Low,Low
10398,Campaign_A,43,Middle-Aged,2n Cycle,Single,24336.0,31,0,82,1,0,2,7,1,1,0,Not Converted,Very Low,Low
2431,Campaign_A,34,Young,Graduation,Partner,18222.0,67,0,70,2,0,3,8,1,0,0,Not Converted,Very Low,Low
550,Campaign_B,72,Senior,Graduation,Single,62335.0,708,0,87,3,3,13,2,2,0,1,Not Converted,Medium,High
1890,Campaign_A,53,Middle-Aged,2n Cycle,Partner,42033.0,25,0,95,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
10742,Campaign_A,41,Middle-Aged,PhD,Partner,86580.0,746,0,72,4,2,5,1,0,0,0,Not Converted,Medium,High
10356,Campaign_A,67,Senior,PhD,Single,41437.0,32,0,5,1,0,3,7,1,1,1,Not Converted,Very Low,Medium
4676,Campaign_B,73,Senior,Master,Single,73705.0,1695,0,86,9,6,8,5,2,0,2,Not Converted,High,High
8852,Campaign_A,48,Middle-Aged,Graduation,Partner,61064.0,1080,0,80,8,4,11,6,5,0,1,Not Converted,High,High
3565,Campaign_B,69,Senior,Master,Partner,38452.0,72,0,62,3,0,3,7,3,1,1,Not Converted,Very Low,Medium
5294,Campaign_A,35,Young,Graduation,Single,18358.0,57,0,49,3,0,4,7,3,1,0,Not Converted,Very Low,Low
1958,Campaign_A,51,Middle-Aged,PhD,Partner,55012.0,660,0,85,8,2,9,5,6,0,1,Not Converted,Medium,Medium
7349,Campaign_A,51,Middle-Aged,Basic,Partner,9722.0,103,1,7,3,1,3,8,4,1,0,Converted,Low,Low
8799,Campaign_B,40,Middle-Aged,PhD,Partner,38175.0,153,0,6,3,1,4,7,3,1,0,Not Converted,Low,Medium
1351,Campaign_A,68,Senior,Master,Partner,58656.0,1220,0,25,7,8,13,6,4,0,1,Not Converted,High,Medium
1045,Campaign_B,59,Senior,Graduation,Partner,52117.0,279,0,55,5,2,4,7,2,0,1,Not Converted,Low,Medium
7732,Campaign_B,46,Middle-Aged,Graduation,Partner,64813.0,745,0,81,7,2,10,5,1,1,0,Not Converted,Medium,High
8070,Campaign_B,51,Middle-Aged,PhD,Partner,54222.0,264,0,98,3,3,5,3,1,0,1,Not Converted,Low,Medium
477,Campaign_A,38,Middle-Aged,Graduation,Partner,83512.0,2157,1,31,4,7,10,1,1,0,0,Converted,High,High
7832,Campaign_A,65,Senior,Master,Partner,77520.0,1526,1,30,8,7,7,4,1,0,1,Converted,High,High
2202,Campaign_A,46,Middle-Aged,Graduation,Partner,41154.0,69,0,98,1,0,4,5,1,0,1,Not Converted,Very Low,Medium
7396,Campaign_A,58,Senior,Graduation,Partner,80398.0,1597,0,92,5,8,12,3,1,0,0,Not Converted,High,High
4055,Campaign_B,32,Young,Basic,Single,18746.0,64,0,41,3,0,3,6,2,1,0,Not Converted,Very Low,Low
10340,Campaign_B,40,Middle-Aged,Graduation,Partner,35196.0,497,0,68,6,1,5,8,6,1,0,Not Converted,Low,Medium
10091,Campaign_B,68,Senior,Graduation,Single,60230.0,1067,0,78,6,3,6,5,2,0,1,Not Converted,High,High
7629,Campaign_A,47,Middle-Aged,Graduation,Partner,22108.0,31,0,46,2,0,3,7,2,1,1,Not Converted,Very Low,Low
10640,Campaign_B,50,Middle-Aged,Graduation,Partner,44392.0,211,0,71,4,1,4,7,5,1,1,Not Converted,Low,Medium
3498,Campaign_A,48,Middle-Aged,PhD,Partner,55424.0,877,1,6,7,5,9,6,4,0,1,Converted,Medium,Medium
6742,Campaign_B,45,Middle-Aged,Graduation,Partner,17688.0,11,0,82,1,0,2,8,1,1,0,Not Converted,Very Low,Low
1172,Campaign_A,41,Middle-Aged,PhD,Partner,92491.0,2034,1,71,7,5,12,3,1,0,0,Converted,High,Very High
569,Campaign_A,33,Young,Graduation,Single,90273.0,1991,1,32,5,6,7,2,1,0,0,Converted,High,Very High
4686,Campaign_B,62,Senior,PhD,Single,82571.0,1686,0,28,6,5,13,2,0,0,0,Not Converted,High,High
1381,Campaign_B,42,Middle-Aged,PhD,Single,38513.0,324,1,20,6,1,5,8,5,1,0,Converted,Low,Medium
2634,Campaign_B,45,Middle-Aged,Master,Single,16653.0,69,1,10,2,1,3,6,3,1,0,Converted,Very Low,Low
10905,Campaign_B,69,Senior,Graduation,Partner,42586.0,252,1,7,4,1,6,8,5,1,1,Converted,Low,Medium
1744,Campaign_A,59,Senior,Basic,Single,23529.0,54,0,67,1,1,2,6,1,0,1,Not Converted,Very Low,Low
1000,Campaign_B,63,Senior,Master,Partner,74881.0,964,0,48,9,2,12,5,4,1,1,Not Converted,Medium,High
3828,Campaign_B,73,Senior,Graduation,Partner,71107.0,1327,0,61,7,6,13,4,2,0,1,Not Converted,High,High
8605,Campaign_B,60,Senior,PhD,Partner,46910.0,68,0,36,2,0,3,6,2,1,1,Not Converted,Very Low,Medium
10304,Campaign_A,65,Senior,Graduation,Partner,18690.0,60,0,77,1,1,2,8,1,0,0,Not Converted,Very Low,Low
4351,Campaign_A,69,Senior,Graduation,Single,37244.0,55,0,90,1,1,2,7,1,1,1,Not Converted,Very Low,Medium
10129,Campaign_B,58,Senior,Graduation,Partner,82427.0,1456,0,35,3,5,12,1,1,0,0,Not Converted,High,High
2499,Campaign_A,66,Senior,2n Cycle,Single,75342.0,563,0,38,5,2,10,4,1,0,1,Not Converted,Medium,High
10092,Campaign_B,70,Senior,Graduation,Single,70044.0,1504,0,46,7,10,5,5,4,0,1,Not Converted,High,High
7500,Campaign_A,57,Senior,Graduation,Single,79146.0,564,0,33,8,1,8,6,2,1,1,Not Converted,Medium,High
5796,Campaign_A,61,Senior,Graduation,Partner,77437.0,1125,0,70,4,5,13,1,1,0,0,Not Converted,High,High
10556,Campaign_A,65,Senior,Graduation,Partner,54984.0,358,0,51,6,1,6,7,4,0,1,Not Converted,Low,Medium
1064,Campaign_A,53,Middle-Aged,PhD,Partner,42403.0,42,0,18,1,0,3,8,1,1,0,Not Converted,Very Low,Medium
48,Campaign_B,60,Senior,Graduation,Partner,55761.0,184,0,97,4,1,3,6,2,0,1,Not Converted,Low,Medium
7610,Campaign_B,41,Middle-Aged,Graduation,Partner,37292.0,460,0,32,6,3,5,8,5,1,0,Not Converted,Low,Medium
263,Campaign_B,79,Senior,PhD,Single,45576.0,145,1,9,3,1,3,8,1,0,0,Converted,Low,Medium
10814,Campaign_A,77,Senior,Graduation,Partner,70321.0,1376,1,6,6,5,13,4,1,0,0,Converted,High,High
9710,Campaign_B,55,Middle-Aged,PhD,Single,58086.0,792,0,80,11,3,7,8,2,0,1,Not Converted,Medium,Medium
9292,Campaign_B,72,Senior,Graduation,Partner,81795.0,1382,0,74,4,11,7,2,1,0,0,Not Converted,High,High
10250,Campaign_B,77,Senior,Basic,Partner,28389.0,28,0,49,1,0,2,7,1,0,0,Not Converted,Very Low,Low
7881,Campaign_A,78,Senior,Master,Partner,66835.0,1033,0,21,6,4,13,2,1,0,0,Not Converted,High,High
5847,Campaign_A,55,Middle-Aged,Graduation,Single,69901.0,882,0,95,7,3,10,5,3,0,1,Not Converted,Medium,High
737,Campaign_A,75,Senior,PhD,Partner,80360.0,2231,0,56,4,4,5,2,2,0,0,Not Converted,High,High
3571,Campaign_B,63,Senior,PhD,Partner,63342.0,1101,1,48,8,3,5,6,3,0,1,Converted,High,High
7807,Campaign_B,50,Middle-Aged,Graduation,Partner,44989.0,369,0,26,5,1,5,6,5,0,1,Not Converted,Low,Medium
3878,Campaign_B,44,Middle-Aged,2n Cycle,Single,31859.0,48,0,3,1,0,3,7,1,1,0,Not Converted,Very Low,Medium
5092,Campaign_A,75,Senior,PhD,Single,51569.0,467,1,39,7,1,7,8,4,0,1,Converted,Low,Medium
2154,Campaign_A,53,Middle-Aged,Graduation,Single,30372.0,44,0,33,2,0,3,7,3,1,1,Not Converted,Very Low,Medium
5394,Campaign_B,45,Middle-Aged,Basic,Single,16014.0,38,0,42,1,1,4,3,4,1,1,Not Converted,Very Low,Low
3798,Campaign_A,56,Senior,Graduation,Partner,41120.0,81,0,80,2,1,3,6,3,1,1,Not Converted,Very Low,Medium
3524,Campaign_A,53,Middle-Aged,Master,Single,39763.0,167,1,9,5,1,2,9,2,1,0,Converted,Low,Medium
5247,Campaign_A,69,Senior,PhD,Partner,38725.0,45,0,52,1,0,4,4,2,1,1,Not Converted,Very Low,Medium
5883,Campaign_A,52,Middle-Aged,Graduation,Partner,77981.0,664,0,78,7,4,7,5,3,1,0,Not Converted,Medium,High
2118,Campaign_B,60,Senior,2n Cycle,Partner,62905.0,622,0,68,7,2,8,4,3,0,1,Not Converted,Medium,High
8812,Campaign_A,45,Middle-Aged,2n Cycle,Single,13533.0,48,0,45,2,0,3,7,2,1,0,Not Converted,Very Low,Low
6616,Campaign_A,49,Middle-Aged,Graduation,Partner,59481.0,461,0,47,3,3,8,2,2,0,1,Not Converted,Low,Medium
2797,Campaign_A,47,Middle-Aged,Graduation,Partner,72117.0,1073,0,34,9,7,9,5,1,0,1,Not Converted,High,High
4328,Campaign_A,38,Middle-Aged,2n Cycle,Partner,21955.0,55,0,81,2,1,3,6,2,1,0,Not Converted,Very Low,Low
9167,Campaign_B,68,Senior,Graduation,Partner,67131.0,976,0,72,9,2,12,6,3,0,1,Not Converted,Medium,High
10560,Campaign_B,44,Middle-Aged,PhD,Single,36802.0,20,0,23,1,0,3,5,1,1,0,Not Converted,Very Low,Medium
2631,Campaign_A,42,Middle-Aged,Graduation,Partner,71853.0,1149,0,29,2,8,6,1,1,0,0,Not Converted,High,High
8312,Campaign_A,63,Senior,Basic,Partner,28249.0,43,0,80,2,0,3,6,1,0,0,Not Converted,Very Low,Low
5534,Campaign_A,49,Middle-Aged,Master,Partner,47808.0,224,0,30,3,2,3,7,2,0,1,Not Converted,Low,Medium
5093,Campaign_A,50,Middle-Aged,PhD,Single,25509.0,101,1,15,3,0,3,9,3,1,0,Converted,Low,Low
7592,Campaign_A,78,Senior,PhD,Partner,51012.0,209,0,86,4,1,4,6,1,0,0,Not Converted,Low,Medium
8895,Campaign_A,39,Middle-Aged,Graduation,Single,70596.0,968,0,68,3,5,12,2,1,0,0,Not Converted,Medium,High
8584,Campaign_B,72,Senior,PhD,Partner,85431.0,1165,0,54,2,7,7,0,1,0,0,Not Converted,High,High
2694,Campaign_A,57,Senior,Graduation,Partner,42664.0,24,0,44,1,0,3,6,1,0,1,Not Converted,Very Low,Medium
8910,Campaign_B,69,Senior,Graduation,Partner,42586.0,252,1,7,4,1,6,8,5,1,1,Converted,Low,Medium
7433,Campaign_B,39,Middle-Aged,Graduation,Single,29760.0,165,0,87,3,1,4,8,4,1,0,Not Converted,Low,Low
164,Campaign_A,47,Middle-Aged,PhD,Partner,28973.0,269,0,59,5,1,5,8,2,0,0,Not Converted,Low,Low
10477,Campaign_B,51,Middle-Aged,PhD,Partner,39435.0,102,0,16,3,1,2,7,1,1,0,Not Converted,Low,Medium
2681,Campaign_B,40,Middle-Aged,2n Cycle,Partner,65370.0,461,0,1,2,3,13,1,1,0,0,Not Converted,Low,High
5150,Campaign_B,45,Middle-Aged,Basic,Single,20194.0,47,0,64,2,0,3,6,2,1,0,Not Converted,Very Low,Low
5283,Campaign_B,48,Middle-Aged,PhD,Single,42473.0,144,0,72,2,1,4,5,3,1,1,Not Converted,Low,Medium
9645,Campaign_B,56,Senior,Graduation,Partner,64590.0,1338,0,98,9,4,10,6,1,0,0,Not Converted,High,High
10678,Campaign_B,65,Senior,Graduation,Partner,71232.0,917,0,91,11,2,10,7,2,0,1,Not Converted,Medium,High
7261,Campaign_A,53,Middle-Aged,Graduation,Partner,34600.0,318,1,8,5,2,5,8,5,1,1,Converted,Low,Medium
9648,Campaign_B,57,Senior,Graduation,Single,46904.0,253,0,20,5,1,4,8,4,1,1,Not Converted,Low,Medium
2870,Campaign_B,51,Middle-Aged,Graduation,Partner,49094.0,502,0,6,6,3,6,6,5,0,1,Not Converted,Medium,Medium
8008,Campaign_B,41,Middle-Aged,Graduation,Partner,36075.0,119,0,54,2,0,4,6,1,1,0,Not Converted,Low,Medium
1513,Campaign_A,45,Middle-Aged,2n Cycle,Partner,60839.0,1250,0,72,2,2,12,8,13,1,1,Not Converted,High,High
6173,Campaign_B,45,Middle-Aged,Graduation,Partner,77298.0,969,0,46,6,6,11,3,1,0,1,Not Converted,Medium,High
1419,Campaign_A,74,Senior,Graduation,Partner,34026.0,76,0,11,2,1,3,5,3,1,1,Not Converted,Very Low,Medium
9150,Campaign_B,61,Senior,PhD,Single,48918.0,62,0,21,1,0,4,4,2,1,1,Not Converted,Very Low,Medium
7960,Campaign_A,62,Senior,2n Cycle,Partner,82122.0,1382,0,89,3,9,13,1,1,0,0,Not Converted,High,High
1250,Campaign_A,48,Middle-Aged,Graduation,Single,37697.0,84,0,82,2,1,3,6,1,1,0,Not Converted,Very Low,Medium
9905,Campaign_B,72,Senior,Graduation,Partner,34074.0,255,0,69,3,3,3,6,5,1,1,Not Converted,Low,Medium
10691,Campaign_B,64,Senior,Master,Partner,28520.0,43,0,55,1,1,2,6,1,1,1,Not Converted,Very Low,Low
7002,Campaign_A,69,Senior,Graduation,Single,62535.0,398,0,13,3,2,8,3,1,0,1,Not Converted,Low,High
2952,Campaign_B,47,Middle-Aged,Master,Single,36273.0,76,0,80,3,0,3,6,2,1,0,Not Converted,Very Low,Medium
8439,Campaign_A,60,Senior,Graduation,Partner,63404.0,902,0,97,6,3,4,4,2,0,2,Not Converted,Medium,High
762,Campaign_A,43,Middle-Aged,2n Cycle,Partner,75774.0,823,0,27,7,5,8,4,1,1,0,Not Converted,Medium,High
2831,Campaign_A,48,Middle-Aged,Graduation,Partner,78416.0,1179,0,99,7,7,10,3,2,0,1,Not Converted,High,High
6977,Campaign_A,50,Middle-Aged,Graduation,Partner,75702.0,1921,0,87,10,5,13,6,1,0,1,Not Converted,High,High
6289,Campaign_A,73,Senior,Master,Partner,59385.0,185,0,85,3,1,4,5,2,1,1,Not Converted,Low,Medium
4168,Campaign_B,58,Senior,Graduation,Single,37070.0,433,1,30,5,1,8,7,9,1,1,Converted,Low,Medium
8397,Campaign_A,73,Senior,Graduation,Partner,44689.0,34,0,82,1,1,2,7,2,1,1,Not Converted,Very Low,Medium
9284,Campaign_A,66,Senior,Graduation,Partner,53977.0,907,0,21,5,5,12,5,5,0,1,Not Converted,Medium,Medium
6237,Campaign_B,58,Senior,PhD,Single,7144.0,416,0,92,23,1,1,0,0,0,2,Not Converted,Low,Low
3130,Campaign_A,60,Senior,Graduation,Single,18701.0,44,0,95,2,0,4,5,4,1,1,Not Converted,Very Low,Low
1619,Campaign_B,68,Senior,Graduation,Partner,90369.0,1588,1,2,4,6,6,1,1,0,0,Converted,High,Very High
1990,Campaign_B,50,Middle-Aged,PhD,Single,63159.0,1797,0,74,3,5,8,3,1,0,0,Not Converted,High,High
5513,Campaign_B,58,Senior,Graduation,Partner,37758.0,40,0,49,1,0,3,8,2,1,1,Not Converted,Very Low,Medium
269,Campaign_A,61,Senior,PhD,Single,46757.0,1143,0,71,4,4,7,9,6,0,1,Not Converted,High,Medium
8093,Campaign_A,55,Middle-Aged,Master,Partner,79734.0,914,0,72,4,3,6,1,1,0,0,Not Converted,Medium,High
10513,Campaign_A,32,Young,Graduation,Partner,63207.0,1502,0,68,2,3,6,7,1,0,0,Not Converted,High,High
10177,Campaign_B,70,Senior,Graduation,Single,72071.0,1338,0,4,5,4,8,2,3,0,1,Not Converted,High,High
2549,Campaign_A,41,Middle-Aged,PhD,Partner,21840.0,27,0,80,1,0,3,9,1,1,0,Not Converted,Very Low,Low
5782,Campaign_B,42,Middle-Aged,2n Cycle,Partner,58582.0,763,0,15,9,2,9,5,2,0,1,Not Converted,Medium,Medium
10057,Campaign_A,73,Senior,Graduation,Single,72282.0,1331,1,70,5,7,9,7,1,0,0,Converted,High,High
10307,Campaign_B,68,Senior,Graduation,Partner,50387.0,525,0,91,6,2,8,5,3,0,2,Not Converted,Medium,Medium
8566,Campaign_A,63,Senior,PhD,Partner,32583.0,9,0,10,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
2415,Campaign_A,62,Senior,Graduation,Partner,62568.0,953,0,99,5,3,5,4,3,0,1,Not Converted,Medium,High
5684,Campaign_A,53,Middle-Aged,Master,Single,44635.0,68,0,25,2,0,3,7,2,1,1,Not Converted,Very Low,Medium
8334,Campaign_B,53,Middle-Aged,Master,Single,33316.0,131,0,34,2,1,4,6,3,1,1,Not Converted,Low,Medium
9166,Campaign_B,56,Senior,Graduation,Partner,63967.0,882,0,57,4,4,12,2,3,0,1,Not Converted,Medium,High
1440,Campaign_A,46,Middle-Aged,2n Cycle,Partner,52513.0,1149,0,84,9,5,9,7,2,0,0,Not Converted,High,Medium
78,Campaign_A,55,Middle-Aged,Graduation,Partner,25293.0,37,0,51,1,1,2,8,1,1,0,Not Converted,Very Low,Low
5441,Campaign_B,59,Senior,PhD,Single,54111.0,388,0,97,5,2,6,5,2,0,1,Not Converted,Low,Medium
5302,Campaign_B,38,Middle-Aged,Graduation,Partner,78394.0,1428,1,13,4,6,5,2,1,0,0,Converted,High,High
4687,Campaign_B,66,Senior,Master,Partner,80739.0,1633,0,92,3,11,9,1,1,0,0,Not Converted,High,High
1087,Campaign_A,49,Middle-Aged,Master,Partner,22669.0,173,1,30,4,1,2,9,3,1,0,Converted,Low,Low
6859,Campaign_B,37,Middle-Aged,Graduation,Single,29236.0,99,0,30,4,0,3,9,2,1,0,Not Converted,Very Low,Low
9860,Campaign_A,65,Senior,Graduation,Partner,44911.0,215,0,11,4,1,4,7,3,0,1,Not Converted,Low,Medium
7129,Campaign_B,62,Senior,PhD,Partner,54693.0,929,0,72,6,4,13,6,8,0,1,Not Converted,Medium,Medium
5866,Campaign_A,50,Middle-Aged,Graduation,Partner,48186.0,219,0,39,4,1,4,7,3,1,0,Not Converted,Low,Medium
10521,Campaign_B,47,Middle-Aged,Graduation,Partner,54809.0,174,1,0,2,1,5,4,4,1,1,Converted,Low,Medium
7393,Campaign_B,46,Middle-Aged,Graduation,Partner,41580.0,92,0,15,2,1,3,5,3,1,1,Not Converted,Very Low,Medium
7849,Campaign_B,54,Middle-Aged,PhD,Partner,80336.0,1052,0,12,2,9,13,1,1,0,0,Not Converted,High,High
332,Campaign_B,67,Senior,Graduation,Partner,47743.0,275,0,56,4,1,6,6,3,0,1,Not Converted,Low,Medium
9847,Campaign_B,69,Senior,2n Cycle,Partner,62972.0,587,0,39,7,4,3,6,2,0,1,Not Converted,Medium,High
531,Campaign_A,70,Senior,PhD,Single,57333.0,1662,1,55,8,5,9,6,11,0,1,Converted,High,Medium
9576,Campaign_B,42,Middle-Aged,PhD,Partner,32313.0,159,0,60,4,0,4,9,3,1,0,Not Converted,Low,Medium
6906,Campaign_B,71,Senior,Master,Single,84953.0,1024,1,73,3,10,4,2,1,0,0,Converted,High,High
7419,Campaign_B,56,Senior,Master,Single,27071.0,35,0,90,2,0,3,6,2,1,0,Not Converted,Very Low,Low
3170,Campaign_A,67,Senior,Master,Partner,68148.0,1042,0,86,4,4,6,2,1,0,0,Not Converted,High,High
8527,Campaign_B,59,Senior,Master,Partner,65735.0,395,0,37,6,2,6,7,5,1,1,Not Converted,Low,High
7872,Campaign_A,49,Middle-Aged,PhD,Partner,86836.0,557,1,7,6,10,6,5,1,0,0,Converted,Medium,High
9931,Campaign_B,61,Senior,PhD,Partner,4023.0,9,0,29,0,0,0,19,15,1,1,Not Converted,Very Low,Low
10595,Campaign_B,34,Young,Graduation,Partner,30093.0,69,0,19,2,0,3,7,1,0,0,Not Converted,Very Low,Medium
4609,Campaign_A,58,Senior,PhD,Partner,57705.0,486,0,14,8,1,6,6,3,0,1,Not Converted,Low,Medium
5010,Campaign_B,36,Middle-Aged,Graduation,Single,25008.0,34,0,72,1,0,3,8,2,1,0,Not Converted,Very Low,Low
4427,Campaign_A,29,Young,2n Cycle,Single,83257.0,1365,1,56,5,10,12,6,1,0,0,Converted,High,High
11148,Campaign_A,49,Middle-Aged,Graduation,Partner,22280.0,13,0,85,1,0,2,8,1,1,0,Not Converted,Very Low,Low
1168,Campaign_B,46,Middle-Aged,PhD,Partner,72159.0,1401,0,62,4,6,10,2,1,0,0,Not Converted,High,High
9595,Campaign_A,63,Senior,Graduation,Partner,64260.0,1574,1,1,4,5,4,3,1,0,0,Converted,High,High
10163,Campaign_B,40,Middle-Aged,PhD,Single,82733.0,1323,1,28,8,4,7,4,1,0,0,Converted,High,High
2886,Campaign_B,53,Middle-Aged,Master,Single,74290.0,1217,0,70,10,8,10,6,4,0,1,Not Converted,High,High
6710,Campaign_A,73,Senior,Master,Single,58217.0,103,0,84,2,0,4,6,1,2,1,Not Converted,Low,Medium
5316,Campaign_A,48,Middle-Aged,Master,Partner,21024.0,84,0,89,2,0,4,7,1,0,0,Not Converted,Very Low,Low
9029,Campaign_A,52,Middle-Aged,PhD,Partner,70116.0,1536,0,73,2,8,12,1,1,0,0,Not Converted,High,High
521,Campaign_A,39,Middle-Aged,Graduation,Partner,54006.0,581,0,42,8,1,7,7,2,1,0,Not Converted,Medium,Medium
1459,Campaign_B,58,Senior,PhD,Partner,69063.0,928,0,16,5,3,5,3,1,0,1,Not Converted,Medium,High
10241,Campaign_B,49,Middle-Aged,2n Cycle,Single,11448.0,14,0,16,1,0,2,6,1,0,0,Not Converted,Very Low,Low
1630,Campaign_A,45,Middle-Aged,Graduation,Single,61825.0,424,0,56,4,2,8,4,1,0,1,Not Converted,Low,High
3254,Campaign_B,53,Middle-Aged,Graduation,Partner,70886.0,960,0,65,5,4,4,2,1,1,0,Not Converted,Medium,High
9064,Campaign_B,42,Middle-Aged,Graduation,Partner,69109.0,1555,1,10,6,6,7,4,1,0,0,Converted,High,High
3678,Campaign_B,51,Middle-Aged,Graduation,Single,60208.0,656,1,13,8,3,7,7,11,1,1,Converted,Medium,High
4227,Campaign_B,56,Senior,Master,Partner,32889.0,55,0,78,2,1,3,5,3,1,1,Not Converted,Very Low,Medium
9467,Campaign_A,40,Middle-Aged,Graduation,Single,34738.0,20,0,51,1,0,3,6,1,1,0,Not Converted,Very Low,Medium
8486,Campaign_A,53,Middle-Aged,Master,Partner,30538.0,367,0,27,9,0,4,10,4,1,0,Not Converted,Low,Medium
2186,Campaign_B,47,Middle-Aged,2n Cycle,Partner,82326.0,2257,1,30,5,10,6,2,1,0,0,Converted,High,High
3286,Campaign_A,57,Senior,PhD,Single,26642.0,42,0,71,2,0,3,6,2,1,0,Not Converted,Very Low,Low
8602,Campaign_A,60,Senior,Graduation,Single,69932.0,1049,0,97,7,6,11,4,2,0,1,Not Converted,High,High
3722,Campaign_A,52,Middle-Aged,Graduation,Single,44503.0,48,0,83,2,0,3,6,2,1,1,Not Converted,Very Low,Medium
6715,Campaign_B,76,Senior,PhD,Single,60200.0,685,0,3,6,2,11,6,6,0,1,Not Converted,Medium,High
4796,Campaign_B,72,Senior,Graduation,Single,49638.0,39,0,71,1,0,3,2,1,0,1,Not Converted,Very Low,Medium
9612,Campaign_B,37,Middle-Aged,2n Cycle,Single,23830.0,43,0,3,1,0,3,7,1,0,0,Not Converted,Very Low,Low
3766,Campaign_A,65,Senior,Master,Single,33051.0,835,1,15,9,1,8,9,3,0,0,Converted,Medium,Medium
1399,Campaign_B,66,Senior,Graduation,Partner,72905.0,1515,0,52,3,7,9,1,1,0,0,Not Converted,High,High
1570,Campaign_B,73,Senior,PhD,Partner,69702.0,1039,0,8,7,7,10,4,2,0,1,Not Converted,High,High
3426,Campaign_A,49,Middle-Aged,Graduation,Single,70300.0,1596,0,89,5,5,13,8,3,1,0,Not Converted,High,High
3074,Campaign_B,40,Middle-Aged,PhD,Partner,70643.0,1828,1,66,5,8,4,6,1,0,0,Converted,High,High
8341,Campaign_B,55,Middle-Aged,PhD,Partner,30396.0,34,1,22,1,1,2,7,2,1,0,Converted,Very Low,Medium
5180,Campaign_A,56,Senior,PhD,Single,50616.0,149,0,56,4,0,4,7,2,0,1,Not Converted,Low,Medium
6461,Campaign_A,55,Middle-Aged,Master,Single,62772.0,946,0,74,5,6,11,2,1,0,1,Not Converted,Medium,High
7679,Campaign_A,39,Middle-Aged,PhD,Single,30298.0,28,0,48,1,1,3,3,1,0,0,Not Converted,Very Low,Medium
10702,Campaign_B,40,Middle-Aged,Graduation,Single,52413.0,450,0,67,7,1,7,7,2,1,0,Not Converted,Low,Medium
7505,Campaign_B,67,Senior,PhD,Partner,44155.0,46,0,24,1,1,2,4,1,1,1,Not Converted,Very Low,Medium
5113,Campaign_B,53,Middle-Aged,PhD,Single,86979.0,1702,1,67,5,5,5,2,1,0,0,Converted,High,High
10858,Campaign_A,49,Middle-Aged,Graduation,Partner,76532.0,820,0,38,9,5,7,5,4,1,1,Not Converted,Medium,High
2961,Campaign_A,42,Middle-Aged,Graduation,Partner,42081.0,382,0,86,6,3,4,6,2,1,0,Not Converted,Low,Medium
2747,Campaign_B,36,Middle-Aged,PhD,Partner,67546.0,2126,0,90,4,10,5,3,1,0,0,Not Converted,High,High
3010,Campaign_B,35,Young,Master,Partner,88420.0,2069,0,87,4,7,8,1,1,0,0,Not Converted,High,High
5790,Campaign_A,39,Middle-Aged,Graduation,Partner,31158.0,72,0,62,2,0,3,8,2,1,0,Not Converted,Very Low,Medium
6892,Campaign_A,56,Senior,Graduation,Single,61671.0,732,0,23,10,4,6,8,8,0,1,Not Converted,Medium,High
1743,Campaign_A,50,Middle-Aged,Graduation,Single,69719.0,801,0,99,2,3,5,1,1,0,0,Not Converted,Medium,High
3578,Campaign_A,75,Senior,Graduation,Single,49160.0,236,0,29,3,1,6,6,2,0,1,Not Converted,Low,Medium
8462,Campaign_B,46,Middle-Aged,Basic,Partner,24882.0,80,0,52,1,1,2,6,1,1,0,Not Converted,Very Low,Low
5558,Campaign_A,70,Senior,PhD,Single,90933.0,1685,0,90,4,6,4,1,1,0,0,Not Converted,High,Very High
4619,Campaign_B,79,Senior,PhD,Single,113734.0,277,0,9,27,0,0,1,0,0,0,Not Converted,Low,Very High
